nico | 1 | 2024-05-07T11:03:09.069151
nico | 1 | 2024-05-07T11:05:16.009313
karsten | 2 | 2024-05-07T11:05:41.775105
nico | 1 | 2024-05-07T11:07:20.166249
nico | 1 | 2024-05-07T11:31:49.898516
karen | 3 | 2024-05-07T11:31:49.898516
nico | 1 | 2024-05-07T11:41:19.757701
nico | 1 | 2024-05-07T11:46:19.427006
nico | 1 | 2024-05-07T11:51:20.959615
nico | 1 | 2024-05-07T11:51:42.403116
nico | 1 | 2024-05-07T11:51:42.403116
nico | 1 | 2024-05-07T11:55:59.519556
torben | 2 | 2024-05-07T11:55:59.519556
nico | 1 | 2024-05-07T12:01:28.310885
nico | 1 | 2024-05-07T14:11:10.903383
nico | 1 | 2024-05-07T14:11:39.528097
Rikke | 3 | 2024-05-07T14:11:39.528097
nico | 1 | 2024-05-07T14:18:15.731317
nico | 1 | 2024-05-07T14:18:39.219310
nico | 1 | 2024-05-07T17:17:35.202170
nico | 1 | 2024-05-07T17:20:16.481825
nico | 1 | 2024-05-07T17:28:31.511370
nico | 1 | 2024-05-07T17:35:32.506165
nico | 1 | 2024-05-07T17:38:57.725436
nico | 1 | 2024-05-07T17:55:57.783839
nico | 1 | 2024-05-07T17:59:45.173338
nico | 1 | 2024-05-07T18:20:06.086470
nico | 1 | 2024-05-07T18:20:54.525634
nico | 1 | 2024-05-07T18:21:52.913574
nico | 1 | 2024-05-07T18:23:11.905731
nico | 1 | 2024-05-07T18:25:52.446462
nico | 1 | 2024-05-07T18:28:53.893395
nico | 1 | 2024-05-07T18:31:11.789164
nico | 1 | 2024-05-07T21:19:42.530870
nico | 1 | 2024-05-07T21:21:50.752203
nico | 1 | 2024-05-07T21:22:24.903337
nico | 1 | 2024-05-07T21:26:46.338701
nico | 1 | 2024-05-07T21:31:09.235637
nico | 1 | 2024-05-07T21:31:39.400132
nico | 1 | 2024-05-07T21:33:07.979936
nico | 1 | 2024-05-07T21:40:21.456255
nico | 1 | 2024-05-07T22:01:09.351781
nico | 1 | 2024-05-07T22:04:25.286925
nico | 1 | 2024-05-07T22:21:17.458
nico | 1 | 2024-05-07T22:22:16.314011
nico | 1 | 2024-05-07T22:23:06.214251
nico | 1 | 2024-05-07T22:29:37.943267
nico | 1 | 2024-05-07T22:31:02.457151
nico | 1 | 2024-05-07T22:32:46.278134
nico | 1 | 2024-05-07T22:33:15.366044
nico | 1 | 2024-05-07T22:35:01.321677
nico | 1 | 2024-05-07T22:36:21.717614
nico | 1 | 2024-05-07T22:42:40.937764
nico | 1 | 2024-05-07T22:45:47.085716
nico | 1 | 2024-05-07T22:46:31.345846
nico | 1 | 2024-05-07T22:48:34.679492
nico | 1 | 2024-05-07T23:10:25.609869
nico | 1 | 2024-05-07T23:13:03.293954
nico | 1 | 2024-05-07T23:14:15.736328
nico | 1 | 2024-05-07T23:22:42.435066
nico | 1 | 2024-05-07T23:29:30.888990
nico | 1 | 2024-05-07T23:30:16.548170
nico | 1 | 2024-05-07T23:37:16.450966
nico | 1 | 2024-05-07T23:47:31.020131
nico | 1 | 2024-05-07T23:48:59.178935
nico | 1 | 2024-05-08T00:00:45.046006
nico | 1 | 2024-05-08T00:01:38.129021
nico | 1 | 2024-05-08T00:15:33.836581
nico | 1 | 2024-05-08T00:16:26.718260
nico | 1 | 2024-05-08T00:17:44.068312
nico | 1 | 2024-05-08T00:19:13.908638
nico | 1 | 2024-05-08T00:22:15.659818
nico | 1 | 2024-05-08T00:27:01.242927
nico | 1 | 2024-05-08T07:26:02.904793
nico | 1 | 2024-05-08T07:27:52.215057
nico | 1 | 2024-05-08T07:30:21.159469
nico | 1 | 2024-05-08T07:31:11.140813
nico | 1 | 2024-05-08T07:32:23.263576
nico | 1 | 2024-05-08T11:46:24.735285
nico | 1 | 2024-05-08T11:49:11.721868
